Provincia,Municipio,Motivo,URL
Guadalajara,CongostrinaGuadalajara13,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/congostrina
Guadalajara,NegredoGuadalajara13,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/negredo
Guadalajara,ChequillaGuadalajara14,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/chequilla
Guadalajara,Baños de TajoGuadalajara15,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/banos-de-tajo
Guadalajara,MonasterioGuadalajara15,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/monasterio
Guadalajara,OcentejoGuadalajara16,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/ocentejo
Guadalajara,TordelrábanoGuadalajara16,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/tordelrabano
Guadalajara,IniéstolaGuadalajara18,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/iniestola
Guadalajara,ArbetetaGuadalajara19,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/arbeteta
Guadalajara,Casas de San GalindoGuadalajara19,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/casas-de-san-galindo
Guadalajara,"Olmeda de Jadraque, LaGuadalajara19",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/olmeda-de-jadraque-la
Guadalajara,TerzagaGuadalajara19,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/terzaga
Guadalajara,Torrecuadrada de MolinaGuadalajara19,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/torrecuadrada-de-molina
Guadalajara,BarriopedroGuadalajara20,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/barriopedro
Guadalajara,HerreríaGuadalajara20,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-la-mancha/guadalajara/herreria
Huesca,Monesma y CajigarHuesca66,SIN_EMAIL,https://www.todoslosayuntamientos.es/aragon/huesca/monesma-y-cajigar
Huesca,CastigaleuHuesca96,SIN_EMAIL,https://www.todoslosayuntamientos.es/aragon/huesca/castigaleu
Leon,Escobar de CamposLeón33,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/leon/escobar-de-campos
Palencia,San Cristóbal de BoedoPalencia19,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/san-cristobal-de-boedo
Palencia,Villarmentero de CamposPalencia20,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/villarmentero-de-campos
Palencia,VillodrePalencia21,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/villodre
Palencia,Tabanera de ValdaviaPalencia23,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/tabanera-de-valdavia
Palencia,Requena de CamposPalencia27,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/requena-de-campos
Palencia,Villabasta de ValdaviaPalencia33,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/villabasta-de-valdavia
Palencia,Villamuera de la CuezaPalencia38,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/villamuera-de-la-cueza
Palencia,LomasPalencia41,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/lomas
Palencia,Nogal de las HuertasPalencia44,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/nogal-de-las-huertas
Palencia,PolentinosPalencia44,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/polentinos
Palencia,Población de ArroyoPalencia45,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/poblacion-de-arroyo
Palencia,TorremormojónPalencia45,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/torremormojon
Palencia,San Mamés de CamposPalencia46,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/san-mames-de-campos
Palencia,VillacidalerPalencia46,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/villacidaler
Palencia,Santibáñez de EclaPalencia47,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/santibanez-de-ecla
Palencia,Marcilla de CamposPalencia49,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/marcilla-de-campos
Palencia,Santa Cruz de BoedoPalencia49,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/santa-cruz-de-boedo
Palencia,ValderrábanoPalencia49,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/valderrabano
Palencia,Villaeles de ValdaviaPalencia49,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/palencia/villaeles-de-valdavia
Salamanca,San Martín del Castañar,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/san-martin-del-castanar
Salamanca,Cilleros de la BastidaSalamanca21,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/cilleros-de-la-bastida
Salamanca,VillasdardoSalamanca23,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/villasdardo
Salamanca,IruelosSalamanca26,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/iruelos
Salamanca,"Bastida, LaSalamanca28",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/bastida-la
Salamanca,Gejuelo del BarroSalamanca31,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/gejuelo-del-barro
Salamanca,"Hoya, LaSalamanca31",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/hoya-la
Salamanca,Puebla de San MedelSalamanca33,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/puebla-de-san-medel
Salamanca,EspadañaSalamanca34,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/espadana
Salamanca,Peralejos de ArribaSalamanca35,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/peralejos-de-arriba
Salamanca,Sanchón de la SagradaSalamanca36,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/sanchon-de-la-sagrada
Salamanca,CastrazSalamanca37,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/castraz
Salamanca,Tremedal de TormesSalamanca37,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/tremedal-de-tormes
Salamanca,VillarmuertoSalamanca39,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/villarmuerto
Salamanca,"Sierpe, LaSalamanca41",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/sierpe-la
Salamanca,"Bouza, LaSalamanca47",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/bouza-la
Salamanca,MolinilloSalamanca47,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/molinillo
Salamanca,BarceoSalamanca48,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/barceo
Salamanca,San Miguel del RobledoSalamanca48,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/san-miguel-del-robledo
Salamanca,PastoresSalamanca54,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/pastores
Salamanca,Pozos de HinojoSalamanca54,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/pozos-de-hinojo
Salamanca,Valverde de ValdelacasaSalamanca54,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/valverde-de-valdelacasa
Salamanca,GarcirreySalamanca57,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/garcirrey
Salamanca,"Cabeza de Béjar, LaSalamanca58",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/cabeza-de-bejar-la
Salamanca,ValdemierqueSalamanca58,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/valdemierque
Salamanca,Monforte de la SierraSalamanca59,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/monforte-de-la-sierra
Salamanca,BrinconesSalamanca60,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/salamanca/brincones
Soria,Barca,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/barca
Soria,Barcones,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/barcones
Soria,Bayubas de Arriba,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/bayubas-de-arriba
Soria,Beratón,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/beraton
Soria,Blacos,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/blacos
Soria,Bliecos,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/bliecos
Soria,Borjabad,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/borjabad
Soria,Buberos,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/buberos
Soria,Buitrago,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/buitrago
Soria,Aldealices,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/aldealices
Soria,Aldealpozo,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/aldealpozo
Soria,Aldealseñor,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/aldealsenor
Soria,Aldehuela de Periáñez,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/aldehuela-de-perianez
Soria,Alentisque,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/alentisque
Soria,ValdepradoSoria8,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/valdeprado
Soria,Villanueva de GormazSoria8,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/villanueva-de-gormaz
Soria,MajánSoria9,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/majan
Soria,"Riba de Escalote, LaSoria10",SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/riba-de-escalote-la
Soria,Herrera de SoriaSoria11,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/herrera-de-soria
Soria,Estepa de San JuanSoria13,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/estepa-de-san-juan
Soria,Portillo de SoriaSoria13,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/portillo-de-soria
Soria,Valdelagua del CerroSoria13,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/valdelagua-del-cerro
Soria,CaracenaSoria15,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/caracena
Soria,CigudosaSoria15,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/cigudosa
Soria,Velilla de los AjosSoria16,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/velilla-de-los-ajos
Soria,MomblonaSoria18,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/momblona
Soria,Pinilla del CampoSoria18,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/pinilla-del-campo
Soria,Escobosa de AlmazánSoria19,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/escobosa-de-almazan
Soria,ValtajerosSoria19,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/valtajeros
Soria,CarabantesSoria20,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/carabantes
Soria,Cirujales del RíoSoria20,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/cirujales-del-rio
Soria,Frechilla de AlmazánSoria20,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/frechilla-de-almazan
Soria,RelloSoria20,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/rello
Soria,Fresno de CaracenaSoria22,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/fresno-de-caracena
Soria,TajahuerceSoria23,SIN_EMAIL,https://www.todoslosayuntamientos.es/castilla-leon/soria/tajahuerce
Teruel,AlpeñésTeruel25,SIN_EMAIL,https://www.todoslosayuntamientos.es/aragon/teruel/alpenes
Zaragoza,Alarba,SIN_EMAIL,https://www.todoslosayuntamientos.es/aragon/zaragoza/alarba
Zaragoza,BalconchánZaragoza17,SIN_EMAIL,https://www.todoslosayuntamientos.es/aragon/zaragoza/balconchan
